Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (CSR),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field ( Type of Bug [Challenge] ),Custom field (CPU),Custom field (CPU),Custom field (Cost of Delay),Custom field (Epic Link),Custom field (Imported),Custom field (Indexed),Custom field (Introduced In Build),Custom field (Introduced In Version),Custom field (Number of Tests Affected [Challenge]),Custom field (OS),Custom field (OS),Custom field (OS),Custom field (Oracle Evaluation),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Resolved In Build),Custom field (Story Points),Custom field (Subcomponent),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time Spent),Custom field (Understanding),Custom field (Value),Custom field (Verification),Custom field (external_bug),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Add GitHub user zzambers,SKARA-1742,5091132,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,erikj,zzambers,zzambers,2023-01-11 05:39,2023-01-11 06:28,2023-10-01 09:56,2023-01-11 06:28,,,,,,,,,admin,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2zv43:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change the logic of removing CSR label when CSR label is added via '/csr needed' command,SKARA-1741,5091074,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,zsong,zsong,zsong,2023-01-10 15:13,2023-01-11 08:55,2023-10-01 09:56,2023-01-11 08:55,,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,"Assuming there is such a situation:

1. One pr solves issue1 and issue2.
2. One user thought this pr needs CSR Issue and commented '/csr needed'.
3. Author of this pr created csr1 of issue1, but then he thought it is not right to create csr of issue1 and withdrawn csr1.
4. Author of this pr created csr2 of issue2 and csr2 got approved.
5. In my opinion, the csr label should be removed(But due to SKARA-1729, it is not removed)

To sum, 

There are two ways that CSR label can be added to a PR
1. via '/csr needed' command
2. A CSR issue is discovered

1. For the first case, if the CSR label is added via '/csr needed', there will be a CSR_NEEDED_MARKER.
In this case, if we want to remove the csr label. there are two ways
(1) No active CSR Issue exists and use '/csr unneeded' command
(2) all of the CSR issues are approved or withdrawn(at least 1 CSR Issue is approved)

2. For the second case, if the CSR label is added because a CSR Issue is discovered, there will not be CSR_NEEDED_MARKER.
In this case,  if we want to remove the csr label, there is only one way
(1) all of the CSR issues are approved or withdrawn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2zur7:",9223372036854775807,,,,,,,,,,,,"2023-01-10 15:42;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/skara/pull/1454
Date: 2023-01-10 23:21:48 +0000;;;","2023-01-11 08:55;roboduke;Changeset: 28edb7c7
Author:    Zhao Song <zsong@openjdk.org>
Date:      2023-01-11 16:54:54 +0000
URL:       https://git.openjdk.org/skara/commit/28edb7c7c8b5973ddb546c44e3ae6343ee3c47b2
;;;",,,,,,,,,,,,,,,,,,,
Draft PR for clean backport mistakenly marked as ready,SKARA-1737,5090966,Bug,Resolved,SKARA,Skara,software,darcy,,,P2,Fixed,zsong,kcr,kcr,2023-01-09 09:38,2023-01-12 09:59,2023-10-01 09:56,2023-01-12 09:59,,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,"The following Backport PR is in Draft, so not yet ready to be evaluated, reviewed, or integrated:

https://github.com/openjdk/jfx17u/pull/103

Skara mistakenly marked it as ""ready"", when it isn't even ""rfr"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2zu37:",9223372036854775807,,,,,,,,,,,,"2023-01-11 14:41;zsong;I am investigating this issue and find that no 'rfr' label will not block the pr be ready for integration.

1. readyForIntegration for normal pr is determined by
(1) whether there is any failed check
(2) whether there is any additional errors
(3) whether there is any uncompleted additional progress 
(4) whether there is any integration blocker

So if there is a draft normal pr, there will always exist a failed check(ReviewersCheck will always fail because the pr is in draft mode and nobody will approve this pr)
Therefore, a draft normal pr will not be marked as 'ready' because there is a failed check not because this pr is in draft mode.

2. readyForIntegration for clean backport is determined by
(1) whether this pr is ready for review(TooFewReviewersIssue won't make it false)
(2) whether there is any additional errors
(3) whether there is any uncompleted additional progress 
(4) whether there is any integration blocker

So if there is a draft clean backport pr, readyForIntegration will be true in most cases.
Therefore, the clean backport pr will be marked as 'ready' whether it is in draft mode or not.;;;","2023-01-11 15:21;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/skara/pull/1456
Date: 2023-01-11 22:51:35 +0000;;;","2023-01-12 09:59;roboduke;Changeset: bbb3595a
Author:    Zhao Song <zsong@openjdk.org>
Date:      2023-01-12 17:59:11 +0000
URL:       https://git.openjdk.org/skara/commit/bbb3595ac2bccc4ecc8fd6508a2375b86562cc04
;;;",,,,,,,,,,,,,,,,,,
Improve RestRequestCache rate limiter,SKARA-1731,5090625,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,erikj,erikj,erikj,2023-01-03 10:04,2023-01-23 14:23,2023-10-01 09:56,2023-01-19 11:43,,,,,,,,1.0,libraries,,0,,,,,,,,,,,,,,,,"In the RestRequestCache, we are trying to limit non GET calls for a specific host and user to one call per second (and all calls, including GET, for a specific host and user, need to be serialized). This throttling is based on recommendations from GitHub (https://docs.github.com/en/rest/guides/best-practices-for-integrators?apiVersion=2022-11-28#dealing-with-abuse-rate-limits). The current implementation isn't really doing that however. Calls are serialized, but depending on timing, we can definitely send more than one non GET call per second, at least in bursts. 

I think that if we really want to enforce such a limit, we need to rework this and use two different locks, one for all remote calls and an additional one for non-GET calls. The GET calls would simply look like this (as they do today):

1. Take lock for general remote call
2. Perform GET remote call
3. Release lock for general remote call

For the non-GET remote calls, we would have this:

1. Take lock for non-GET call
2. Wait if we need to (compare timestamp with timestamp from last call)
3. Take lock for general remote call
4. Update timestamp for last non-GET call
5. Perform non-GET call
6. Release lock for general remote call
7. Release lock for non-GET call
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKARA-1801,,,,,,,SKARA-446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2zrzf:",9223372036854775807,,,,,,,,,,,,"2023-01-03 10:16;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/skara/pull/1453
Date: 2023-01-03 18:15:36 +0000;;;","2023-01-19 11:43;roboduke;Changeset: 4a6330c1
Author:    Erik Joelsson <erikj@openjdk.org>
Date:      2023-01-19 19:42:06 +0000
URL:       https://git.openjdk.org/skara/commit/4a6330c1f789c9433295c02e56a7e9a1be26c1e1
;;;",,,,,,,,,,,,,,,,,,,
Add GitHub user rmahajan,SKARA-1730,5090385,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,erikj,rmahajan,rmahajan,2022-12-23 11:57,2022-12-23 13:20,2023-10-01 09:56,2022-12-23 13:20,,,,,,,,,admin,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2zqi3:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSR bot should not remove CSR label if one of the CSR issues is withdrawn,SKARA-1729,5090380,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,zsong,zsong,zsong,2022-12-23 09:26,2023-01-09 15:37,2023-10-01 09:56,2023-01-09 15:37,,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,"While testing SKARA-1714, I discovered a bug in the PullRequestWorkItem of the CSR bot. 

Currently, the CSR bot would remove CSR label if all the CSR issues of the pr is closed(whether approved or withdrawn). However, if the CSR label is added via using '/csr needed' command and the pr contains withdrawn CSR issues, the CSR should not remove the CSR label.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKARA-1714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2zqgz:",9223372036854775807,,,,,,,,,,,,"2023-01-03 09:20;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/skara/pull/1451
Date: 2023-01-03 16:23:05 +0000;;;","2023-01-09 15:37;roboduke;Changeset: f904c415
Author:    Zhao Song <zsong@openjdk.org>
Date:      2023-01-09 23:36:59 +0000
URL:       https://git.openjdk.org/skara/commit/f904c415b13ac89eef78a0823a31c3bcd580dfdd
;;;",,,,,,,,,,,,,,,,,,,
Should iterate over all issues in PullRequestWorkItem in CSR bot,SKARA-1728,5090320,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,zsong,zsong,zsong,2022-12-22 10:23,2022-12-22 13:15,2023-10-01 09:56,2022-12-22 13:15,,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,"While testing SKARA-1714 on the staging environment, I discovered a bug in the PullRequestWorkItem in the CSR bot. The issue is that the for loop does not always iterate over all CSR issues for a pull request. 

For example, if we have two active CSR issues (csr1 and csr2) for one pull request, and we withdraw csr2, the loop will exit early after iterating over csr1 and CSR_UPDATE_MARKER will not be added, which means the PR body will not be updated and the status change of csr2 will not be displayed. 

Also, if we find a withdrawn pr, we need to add CSR_UPDATE_MARKER to the pr body.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2zq3n:",9223372036854775807,,,,,,,,,,,,"2022-12-22 11:19;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/skara/pull/1449
Date: 2022-12-22 19:04:34 +0000;;;","2022-12-22 13:15;roboduke;Changeset: e66ba112
Author:    Zhao Song <zsong@openjdk.org>
Date:      2022-12-22 21:14:45 +0000
URL:       https://git.openjdk.org/skara/commit/e66ba11213957b2235e623d94de3137cef8824cc
;;;",,,,,,,,,,,,,,,,,,,
PROGRESS_MARKER should be added before the CSR bot add CSR_UPDATE_MARKER,SKARA-1726,5090281,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,zsong,zsong,zsong,2022-12-21 15:58,2022-12-22 09:05,2023-10-01 09:56,2022-12-22 09:05,,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,"While testing SKARA-1714 in this pull request (https://github.com/openjdk/playground/pull/112), we discovered that if a CSR issue already exists for a main issue and a pull request is then created for the main issue, the CSR and PR bots become stuck in an endless loop and are unable to update the pull request body.

After further investigation, we determined that the cause of this issue is that the CSR bot checks for the presence of the CSR_UPDATE_MARKER in the pull request body before adding it, but first checks for the PROGRESS_MARKER. However, when the CSR bot's pullRequestWorkItem runs for the first time, it is likely that the PR bot's CheckWorkItem has not yet run, resulting in the absence of the PROGRESS_MARKER in the pull request body. In this case, the CSR bot continues to add the CSR_UPDATE_MARKER, while the PR bot attempts to update the pull request body but finds that it has been recently updated and therefore gives up on the update.

The correct fix is to only add CSR_UPDATE_MARKER if we find a PROGRESS_MARKER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2zpuz:",9223372036854775807,,,,,,,,,,,,"2022-12-21 17:06;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/skara/pull/1447
Date: 2022-12-22 00:05:41 +0000;;;","2022-12-22 09:05;roboduke;Changeset: 7a6ddeec
Author:    Zhao Song <zsong@openjdk.org>
Date:      2022-12-22 17:04:59 +0000
URL:       https://git.openjdk.org/skara/commit/7a6ddeec05069bbcd0cc56075613591a4b141942
;;;",,,,,,,,,,,,,,,,,,,
"Clarify ""no known role"" error message",SKARA-1725,5090210,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,zsong,aivanov,aivanov,2022-12-21 04:31,2023-02-10 14:25,2023-10-01 09:56,2023-02-10 14:25,,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,"When people review PRs, the bot adds a list of reviewers into description. If a user is not registered in OpenJDK Census, a note is added:

(no known github.com user name / role)

What it actually means is ""no known OpenJDK user name / role"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2zpi3:",9223372036854775807,,,,,,,,,,,,"2022-12-21 11:54;aivanov;A PR with the error: https://github.com/openjdk/jdk/pull/11571;;;","2023-01-19 15:16;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/skara/pull/1459
Date: 2023-01-19 22:27:09 +0000;;;","2023-02-10 14:25;roboduke;Changeset: 33b3cc32
Author:    Zhao Song <zsong@openjdk.org>
Date:      2023-02-10 22:25:06 +0000
URL:       https://git.openjdk.org/skara/commit/33b3cc328d16307a43303b4b4f0c6bb10951c31e
;;;",,,,,,,,,,,,,,,,,,
Revert SKARA-1655,SKARA-1716,5089045,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,zsong,zsong,zsong,2022-12-06 15:51,2022-12-07 09:00,2023-10-01 09:56,2022-12-07 09:00,,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,"In SKARA-1655, I implemented a commit check named jCheckConfCheck. It  was supposed to check if .jcheck/conf is valid in user's commit. But now, we have a better idea(SKARA-1691) to check and we no longer need this check any more. Also, this check is not using by any repo right now. It doesn't hurt to revert it.",,,,,,,,,,,,,,,,,,,,,,,,,,,SKARA-1691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2zij7:",9223372036854775807,,,,,,,,,,,,"2022-12-06 16:05;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/skara/pull/1438
Date: 2022-12-07 00:04:41 +0000;;;","2022-12-07 09:00;roboduke;Changeset: b0723850
Author:    Zhao Song <zsong@openjdk.org>
Date:      2022-12-07 16:59:57 +0000
URL:       https://git.openjdk.org/skara/commit/b072385020718181d9ef04811f9a937d5b894d8a
;;;",,,,,,,,,,,,,,,,,,,
Fix gradle deprecations,SKARA-1713,5088917,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,erikj,erikj,erikj,2022-12-05 11:25,2022-12-07 08:42,2023-10-01 09:56,2022-12-05 13:41,,,,,,,,1.0,libraries,,0,,,,,,,,,,,,,,,,We have some deprecation warnings printed by Gradle when we build. It would be good to get rid of them.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2zhqr:",9223372036854775807,,,,,,,,,,,,"2022-12-05 11:35;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/skara/pull/1433
Date: 2022-12-05 19:34:07 +0000;;;","2022-12-05 13:41;roboduke;Changeset: 769c69b6
Author:    Erik Joelsson <erikj@openjdk.org>
Date:      2022-12-05 21:41:03 +0000
URL:       https://git.openjdk.org/skara/commit/769c69b6fb023bb06071a77275d5250042e22b21
;;;",,,,,,,,,,,,,,,,,,,
GcFreedRatio rule doesn't have all preferences in preferences list,JMC-8006,5091364,Bug,Resolved,JMC,Java Mission Control,software,hirt,The production time profiling and diagnostics tools-suite for the HotSpot JDK.,,P4,Fixed,hdafgard,hdafgard,hdafgard,2023-01-13 07:04,2023-02-01 03:28,2023-10-01 09:56,2023-01-17 04:19,,,,,,,,9.0.0,Mission Control Core,,0,,,,,,,,,,,,,,,,The shared preference RulePreferences.SHORT_RECORDING_LIMIT is not included in the GcFreedRatio rule where it is used. We should make sure that all rules that depend on a shared preference actually include it in their preference collection.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2zwjn:",9223372036854775807,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@25ad7987,,,,,,,,,"2023-01-16 10:29;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jmc/pull/462
Date: 2023-01-16 10:03:03 +0000;;;","2023-01-17 04:19;roboduke;Changeset: e90f2582
Author:    Pierre-Yves Bigourdan <pierreyves.bigourdan@datadoghq.com>
Committer: Marcus Hirt <hirt@openjdk.org>
Date:      2023-01-17 12:17:00 +0000
URL:       https://git.openjdk.org/jmc/commit/e90f2582eb36b1563ce478322508d588fda883de
;;;",,,,,,,,,,,,,,,,,,,
AlgorithmId should keep lowercase characters from 3rd party providers,JDK-8301788,5093347,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,weijun,weijun,weijun,2023-02-03 07:12,2023-02-13 11:05,2023-10-01 09:56,2023-02-06 09:12,,,,,,,,21,security-libs,,0,,,,,,,,,,,,,,,,"AlgorithmId is able to extract OID <-> name mappings from alias info in 3rd party providers, but it changes names to all UPPERCASE during this process. While this is not fatal since we always compare algorithm names in case-insensitive mode, it's better to keep the original name unchanged.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i308s3:",9223372036854775807,b09,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@2ec284e3,,,,,,,,,"2023-02-03 07:43;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk/pull/12410
Date: 2023-02-03 15:32:57 +0000;;;","2023-02-06 09:12;dukebot;Changeset: b5697420
Author:    Weijun Wang <weijun@openjdk.org>
Date:      2023-02-06 17:10:46 +0000
URL:       https://git.openjdk.org/jdk/commit/b56974209b1a9c2c702e1c39708cdfbda37d56fc
;;;",,,,,,,,,,,,,,,,,,,
java/net/httpclient/SpecialHeadersTest failing after JDK-8301306,JDK-8301787,5093346,Bug,Closed,JDK,JDK,software,duke,,,P3,Fixed,dfuchs,dfuchs,dfuchs,2023-02-03 07:04,2023-08-04 12:48,2023-10-01 09:56,2023-02-03 08:03,21,,,,,,,21,core-libs,,0,httpclient,tier2,,,,,,,,,,,,,,test result: Error. Parse Exception: Invalid tag: requests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8301306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i308rv:",9223372036854775807,b09,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@446e124a,,,,,,,Verified,,"2023-02-03 07:22;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk/pull/12409
Date: 2023-02-03 15:16:11 +0000;;;","2023-02-03 08:03;dukebot;Changeset: 8b70256d
Author:    Daniel Fuchs <dfuchs@openjdk.org>
Date:      2023-02-03 16:01:47 +0000
URL:       https://git.openjdk.org/jdk/commit/8b70256d301ad01fb417b77bcb6c973c0db7179c
;;;","2023-02-03 08:27;dcubed;The fix for this bug is integrated in jdk-21+9-620.;;;",,,,,,,,,,,,,,,,,,
[Lilliput] Failing CompressedClassPointerEncoding.java,JDK-8301786,5093345,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,stuefe,rkennke,rkennke,2023-02-03 07:03,2023-02-08 09:45,2023-10-01 09:56,2023-02-06 23:08,repo-lilliput,,,,,,,repo-lilliput,hotspot,,0,,,,,,,,,,,,,,,,"After merging jdk-21+8, the Lilliput-only test runtime/CompressedOops/CompressedClassPointerEncoding.java started failing because of 2 misaligned compressed class spaces. I commented out those two configurations for now. It can easily be reproduced by removing the comments in the test and running the test on x86_64.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8302094,,,,,,,JDK-8294677,,,,,"2023-02-06 08:08;stuefe;hs_err_pid7227.log;https://bugs.openjdk.org/secure/attachment/102562/hs_err_pid7227.log",,,,,,,,,x86_64,,,,,,,,,generic,,,,,,"0|i308rn:",9223372036854775807,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@762b8a4b,,,,,,,,,"2023-02-05 00:49;stuefe;This is caused by JDK-8294677 increasing Metaspace root chunk size and hence CCS size and base address granularity from 4M to 16M.

While this is easy to fix, I noticed that parts of the test are dysfunctional and need more TLC than just adjusting the CCS base addresses. E.g. the assumed max. encoding range size of 2G is wrong; at the moment, max. encoding range is 8GB with 24bit Klass Pointers.;;;","2023-02-06 08:22;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/lilliput/pull/72
Date: 2023-02-06 16:16:13 +0000;;;",,,,,,,,,,,,,,,,,,,
Generational ZGC: Indirect access barriers are never elided,JDK-8301769,5093328,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,rcastanedalo,rcastanedalo,rcastanedalo,2023-02-03 06:26,2023-02-19 23:22,2023-10-01 09:41,2023-02-19 23:22,repo-genzgc,,,,,,,repo-genzgc,hotspot,,0,genzgc,zgc,,,,,,,,,,,,,,"Atomic operation barriers in x64 are not elided according to the expectations described in ZBarrierSetC2::analyze_dominating_barriers(). For example, an atomic operation on an object field followed by a load of the same field does not result in the load's barrier being elided.

To reproduce the issue, run Atomics.java (attached) in x64 as follows:

$ java -Xbatch -XX:-TieredCompilation -XX:+UseZGC -XX:CompileOnly=Atomics::testAtomicThenLoad -XX:CompileCommand=PrintAssembly,Atomics::testAtomicThenLoad Atomics.java | grep BarrierStubC2

According to the logic described in ZBarrierSetC2::analyze_dominating_barriers(), we would expect the following output (the load's barrier should be elided):

;; ZStoreBarrierStubC2

However, we get:

;; ZStoreBarrierStubC2
;; ZLoadBarrierStubC2

In x64, this is a regression introduced by JDK-8297235, where the memory operands of atomic instructions were changed from 'memory' to 'indirect'. This inhibits C2 from deriving the atomic access offset, and as a result ZBarrierSetC2::analyze_dominating_barriers_impl() cannot match dominating/dominated access pairs when at least one of these is an atomic operation. Most likely this is an issue in all other platforms as well, where the memory operands of atomic instructions where already of type 'indirect' before JDK-8297235, but they remain to be tested. The same problem can be expected for volatile loads and stores in aarch64 (zLoadPVolatile, zStorePVolatile), whose memory operand is of type 'indirect'.

As far as I can see, this issue results in missing optimizations but does not cause malfunctioning.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8297235,,,,,,,,,,,,"2023-02-03 06:25;rcastanedalo;Atomics.java;https://bugs.openjdk.org/secure/attachment/102539/Atomics.java",,,,,,,,,,,,,,,,,,,,,,,,"0|i308nv:",9223372036854775807,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@6a4709f4,,,,,,,,,"2023-02-16 05:04;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/zgc/pull/13
Date: 2023-02-16 10:55:26 +0000;;;",,,,,,,,,,,,,,,,,,,,
Adding children to wrong index leaves inconsistent state in Parent#childrenSet,JDK-8301763,5092737,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,lkostyra,webbuggrp,webbuggrp,2023-01-28 03:16,2023-06-02 08:29,2023-10-01 09:56,2023-05-24 04:39,8,jfx11,jfx17,jfx19,jfx20,,,jfx21,javafx,,0,dcspn,reproducer-yes,sn_143,sn_144,webbug,,,,,,,,,,,"ADDITIONAL SYSTEM INFORMATION :
Microsoft Windows [Version 10.0.17134.1040]
openjdk version ""13"" 2019-09-17
OpenJDK Runtime Environment AdoptOpenJDK (build 13+33)
OpenJDK 64-Bit Server VM AdoptOpenJDK (build 13+33, mixed mode, sharing) 

A DESCRIPTION OF THE PROBLEM :
Adding children to wrong index leaves inconsistent state in Parent#childrenSet, so the next call to remove throws exception. Run attached sources.

STEPS TO FOLLOW TO REPRODUCE THE PROBLEM :
Run provided test case.

EXPECTED VERSUS ACTUAL BEHAVIOR :
EXPECTED -
Exception should not be thrown on removing the item.
ACTUAL -
Exception is thrown on removing the item.

---------- BEGIN SOURCE ----------
import javafx.application.Application;
import javafx.scene.control.Label;
import javafx.scene.layout.VBox;
import javafx.stage.Stage;

public class TestFx_collectionInconsistentState
{

    public static void main( String[] args )
    {
        Application.launch( FxApp.class, args );
    }

    public static class FxApp extends Application
    {

        @Override
        public void start( final Stage primaryStage ) throws Exception
        {
            System.err.println( System.getProperty( ""javafx.version"" ) );
            final var pane = new VBox();
            pane.getChildren().addAll( new Label( ""1"" ), new Label( ""2"" ) );
            try
            {
                pane.getChildren().add( -1, new Label( ""0"" ) );
            }
            catch( IndexOutOfBoundsException aE )
            {
                // Exception is thrown, but the list state becomes corrupted
            }
            // But javafx.scene.Parent.childSet does not revert its state
            pane.getChildren().remove( 0 );
        }
    }

}

---------- END SOURCE ----------

FREQUENCY : always


",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2023-02-03 04:57;pnarayanaswa;TestFx_collectionInconsistentState.java;https://bugs.openjdk.org/secure/attachment/102538/TestFx_collectionInconsistentState.java",,,,,,,,,generic,,,,,,,,,generic,,,,,,"0|i3050r:",9223372036854775807,b19,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@18948797,,,,,,,,,"2023-02-03 04:58;pnarayanaswa;Checked with attached Testcase in Windows10, Issue is reproducible, Exception is thrown
Test result
========
8: Fail
8u361: Fail
openjfx11: Fail
openjfx17: Fail
openjfx19: Fail
openjfx20ea16: Fail
;;;","2023-02-09 05:46;lkostyra;I reproduced it on latest jfx19 on Windows 11 and macOS Monterey 12.6.1;;;","2023-05-15 05:56;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jfx/pull/1136
Date: 2023-05-15 12:49:41 +0000;;;","2023-05-24 04:39;dukebot;Changeset: 4b24c869
Author:    Lukasz Kostyra <lkostyra@openjdk.org>
Committer: John Hendrikx <jhendrikx@openjdk.org>
Date:      2023-05-24 11:38:24 +0000
URL:       https://git.openjdk.org/jfx/commit/4b24c8690d01634179571d24c8919469b209bec6
;;;",,,,,,,,,,,,,,,,,
