Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (CSR),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field ( Type of Bug [Challenge] ),Custom field (CPU),Custom field (CPU),Custom field (Cost of Delay),Custom field (Epic Link),Custom field (Imported),Custom field (Indexed),Custom field (Introduced In Build),Custom field (Introduced In Version),Custom field (Number of Tests Affected [Challenge]),Custom field (OS),Custom field (OS),Custom field (OS),Custom field (OS),Custom field (Oracle Evaluation),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Resolved In Build),Custom field (Story Points),Custom field (Subcomponent),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time Spent),Custom field (Understanding),Custom field (Value),Custom field (Verification),Custom field (external_bug),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
"java/util/concurrent/atomic/Serial.java uses {Double,Long}Accumulator incorrectly",JDK-8292877,5082198,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,shade,shade,shade,2022-08-24 11:01,2023-02-28 03:56,2023-10-01 09:56,2022-08-25 09:52,11,17,19,20,8,,20,core-libs,,0,jdk11u-fix-request,jdk11u-fix-yes,jdk17u-fix-request,jdk17u-fix-yes,noreg-self,testbug,,,,,,,,,,,,,,"JDK-8026344 added tests that subtly contradict the contract for `{Double,Long}Accumulator`-s, which breaks the tests on some platforms even in the single-threaded case. 

They use accumulators with binary plus as update function and using non-zero values as identity, which breaks once accumulators create many cells, reset their values to identity, and then apply the function over them, producing unexpected values. 

See the investigation on RISC-V here:
  https://mail.openjdk.org/pipermail/riscv-port-dev/2022-August/000594.html",,,,,,,,,,JDK-8299368,JDK-8299298,JDK-8303339,JDK-8299297,,,,,,,,,,,,,,,,,,,,,,,,JDK-8026344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2yd4r:",9223372036854775807,b13,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@239b1eeb,,,,,,,,,"2022-08-24 11:20;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk/pull/10002
Date: 2022-08-24 18:15:17 +0000;;;","2022-08-24 12:18;dl;Thanks for finding and fixing this!;;;","2022-08-25 09:52;dukebot;Changeset: 251bff6b
Author:    Aleksey Shipilev <shade@openjdk.org>
Date:      2022-08-25 16:47:58 +0000
URL:       https://git.openjdk.org/jdk/commit/251bff6beeafcd98824dab60e9831c0175fe0689
;;;","2022-12-23 12:34;goetz;Fix request [17u]

I backport this for parity with 17.0.7-oracle.
No risk, only a test change.
Clean backport.
Test passes. SAP nightly testing passed.;;;","2022-12-23 12:43;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk17u-dev/pull/985
Date: 2022-12-23 20:35:08 +0000;;;","2023-02-27 01:38;goetz;Fix request [11u]

I backport this for parity with 11.0.19-oracle.
No risk, only a test change.
Clean backport.
Test passes. SAP nighlty testing passed.;;;","2023-02-27 01:47;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk11u-dev/pull/1778
Date: 2023-02-27 09:37:59 +0000;;;",,,,,,,,,,,,,,,,
Do not include the deprecated userinfo component of the URI in HTTP/2 headers,JDK-8292876,5082197,Bug,Closed,JDK,JDK,software,duke,,,P4,Fixed,dclarke,dfuchs,dfuchs,2022-08-24 10:46,2023-01-31 03:44,2023-10-01 09:56,2022-10-13 18:40,,,,,,,20,core-libs,,0,httpclient,,,,,,,,,,,,,,,,,,,"The HttpClient should strip the userinfo component of the URI when generating the :authority pseudo header.

RFC 7540 states:

The authority MUST NOT include the deprecated ""userinfo"" subcomponent for ""http""  or ""https"" schemed URIs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2yd4j:",9223372036854775807,b20,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@446e124a,,,,,,,Verified,,"2022-10-06 04:40;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk/pull/10592
Date: 2022-10-06 11:35:32 +0000;;;","2022-10-13 18:40;dukebot;Changeset: b30d9220
Author:    Darragh Clarke <Darragh.clarke@oracle.com>
Committer: Jaikiran Pai <jpai@openjdk.org>
Date:      2022-10-14 01:37:29 +0000
URL:       https://git.openjdk.org/jdk/commit/b30d922009bab114fb8ac200df42b594a72a2942
;;;",,,,,,,,,,,,,,,,,,,,,
Java_sun_awt_shell_Win32ShellFolder2_getLinkLocation check MultiByteToWideChar return value for failures,JDK-8292866,5082185,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,mbaesken,mbaesken,mbaesken,2022-08-24 05:46,2023-02-21 00:19,2023-10-01 09:56,2022-09-11 23:44,17,18,19,20,,,20,client-libs,,0,cssn23_02_02,jdk11u-fix-request,jdk11u-fix-yes,jdk17u-fix-request,jdk17u-fix-yes,,,,,,,,,,,,,,,"https://docs.microsoft.com/en-us/windows/win32/api/stringapiset/nf-stringapiset-multibytetowidechar
states about MultiByteToWideChar :  ""The function returns 0 if it does not succeed""  and lists a few failure cases.
However we miss checking the failure cases in Java_sun_awt_shell_Win32ShellFolder2_getLinkLocation , seems we assume the function always works nicely (in most of the JDK coding the return value is checked ).",,,,,,,,,,JDK-8302739,JDK-8296539,JDK-8302682,JDK-8302949,JDK-8294835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,windows,,,,,,,"0|i2yd1v:",9223372036854775807,b15,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@5a9b3fd3,,,,,,,,,"2022-08-25 01:05;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk/pull/10015
Date: 2022-08-25 08:02:00 +0000;;;","2022-09-11 23:44;dukebot;Changeset: 699c4296
Author:    Matthias Baesken <mbaesken@openjdk.org>
Date:      2022-09-12 06:41:48 +0000
URL:       https://git.openjdk.org/jdk/commit/699c42962eeaa6aa950ad86c2dd1f77316a1da3e
;;;","2022-09-28 07:23;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk17u-dev/pull/751
Date: 2022-09-28 14:15:19 +0000;;;","2022-10-04 08:00;mbaesken;jdk17u backport request
I would like to have the patch in jdk17u-dev as well, because handling the (seldom) error situations by checking the return value should be done there too. Patch is low risk and applies cleanly.;;;","2022-11-04 08:08;mbaesken;jdk11u backport request
I would like to have the patch in jdk11u-dev as well, because handling the (seldom) error situations by checking the return value should be done there too. Patch is low risk and applies cleanly.;;;","2022-11-07 00:41;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk11u-dev/pull/1501
Date: 2022-11-04 15:06:53 +0000;;;",,,,,,,,,,,,,,,,,
assert(_print_inlining_stream->size() > 0) failed: missing inlining msg,JDK-8292863,5082032,Bug,Resolved,JDK,JDK,software,duke,,,P5,Fixed,bstafford,webbuggrp,webbuggrp,2022-08-22 10:29,2023-02-08 03:45,2023-10-01 09:56,2023-01-05 21:20,11,,,,,,11.0.19,hotspot,,0,c2,dcsswa,jdk11u-fix-request,jdk11u-fix-yes,reproducer-yes,sustaining,webbug,,,,,,,,,,,,,"ADDITIONAL SYSTEM INFORMATION :
OS: Ubuntu18.04
$ java -version
openjdk version ""11.0.17-internal"" 2022-10-18
OpenJDK Runtime Environment (fastdebug build 11.0.17-internal+0-adhoc.root.jdk11u)
OpenJDK 64-Bit Server VM (fastdebug build 11.0.17-internal+0-adhoc.root.jdk11u, mixed mode)

A DESCRIPTION OF THE PROBLEM :
JVM crashes with option "" -XX:+PrintInlining -XX:+AlwaysIncrementalInline "" on JDK11.

Reproduce:

$ java -XX:+PrintInlining -XX:+AlwaysIncrementalInline TestMethodHandleInvokesIntrinsic

#
# A fatal error has been detected by the Java Runtime Environment:
#
#  Internal Error (/home/root/jdk_source/jdk11u/src/hotspot/share/opto/compile.cpp:4494), pid=31355, tid=31396
#  assert(_print_inlining_stream->size() > 0) failed: missing inlining msg
#
# JRE version: OpenJDK Runtime Environment (11.0.17) (fastdebug build 11.0.17-internal+0-adhoc.root.jdk11u)
# Java VM: OpenJDK 64-Bit Server VM (fastdebug 11.0.17-internal+0-adhoc.root.jdk11u, mixed mode, tiered, compressed oops, g1 gc, linux-amd64)
# Core dump will be written. Default location: Core dumps may be processed with ""/usr/share/apport/apport -p%p -s%s -c%c -d%d -P%P -u%u -g%g -- %E"" (or dumping to /home/root/core.31355)


---------- BEGIN SOURCE ----------


---------- END SOURCE ----------

FREQUENCY : always


",,,,,,,,,,JDK-8299737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2022-08-24 03:48;sswsharm;TestMethodHandleInvokesIntrinsic.java;https://bugs.openjdk.org/secure/attachment/100526/TestMethodHandleInvokesIntrinsic.java","2022-08-24 03:47;sswsharm;hotspot_pid1368807.log;https://bugs.openjdk.org/secure/attachment/100523/hotspot_pid1368807.log","2022-08-24 03:47;sswsharm;hs_err_pid1368807.log;https://bugs.openjdk.org/secure/attachment/100524/hs_err_pid1368807.log","2022-08-24 03:47;sswsharm;replay_pid1368807.log;https://bugs.openjdk.org/secure/attachment/100525/replay_pid1368807.log",,,,generic,,,,,,,,,generic,,,,,,,"0|i2yc3v:",9223372036854775807,b01,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@6a4709f4,,,,,,,,,"2022-08-24 04:13;sswsharm;Issue is reproduced.
crash is observed on fastdebug builds when JVM option -XX:+PrintInlining -XX:+AlwaysIncrementalInline is used.

OS: Oracle Linux 8.3  
JDK 11.0.16: Fail
JDK 11.0.16.1: Fail

ILW= HLL = P4

Moving it to dev team for further analysis.;;;","2022-09-23 00:39;dskantz;Is this JDK-8277055?;;;","2022-11-02 04:40;thartmann;It can't be JDK-8277055 because JDK-8257211 is not in JDK 11u.;;;","2022-11-02 06:45;thartmann;I checked and this reproduces until JDK-8257211 in JDK 16 which significantly changed related code and fixed this either intentionally or by accident. I'm not sure if it's worth to extract a fix and backport to JDK 11u because `PrintInlining` is a diagnostic flag and this only reproduces in edge cases with debug flag AlwaysIncrementalInline.;;;","2022-11-02 06:58;thartmann;[~vlivanov], what do you think?;;;","2022-11-02 10:48;vlivanov;I did fix some PrintInlining-related issues in JDK-8257211.

I question I=H assessment: it's an assert failure which signals about missing message which should be rather benign in product binaries (missing information in PrintInlining output).

It does look like a very low priority bug to me.;;;","2022-11-02 11:45;thartmann;Thanks Vladimir, let's lower priority then.;;;","2022-12-14 14:42;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk11u-dev/pull/1595
Date: 2022-12-14 22:35:01 +0000;;;","2023-01-03 15:13;bstafford;Request to fix this issue in jdk11u.

Although this is regarded as a low-priority bug, it causes a JVM crash under certain conditions (PrintInlining with AlwaysIncrementalInline in fastdebug). 

This change is low risk, as the modified code path is invoked only in a diagnostic build. 

The fix does not introduce any failures in any hotspot tests.;;;","2023-01-05 21:20;dukebot;Changeset: 06f769a2
Author:    Dhamoder Nalla <dhanalla@microsoft.com>
Committer: Christoph Langer <clanger@openjdk.org>
Date:      2023-01-06 05:18:10 +0000
URL:       https://git.openjdk.org/jdk11u-dev/commit/06f769a2f890225f748b6f89b4683fba0c010673
;;;","2023-02-08 03:45;dukebot;Changeset: 06f769a2
Author:    Dhamoder Nalla <dhanalla@microsoft.com>
Committer: Christoph Langer <clanger@openjdk.org>
Date:      2023-01-06 05:18:10 +0000
URL:       https://git.openjdk.org/jdk11u/commit/06f769a2f890225f748b6f89b4683fba0c010673
;;;",,,,,,,,,,,,
[11u] TestMemoryWithCgroupV1  fails after JDK-8292768,JDK-8292852,5082171,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,pxie,pxie,pxie,2022-08-24 00:50,2023-06-13 09:35,2023-10-01 09:56,2022-08-24 02:19,11.0.17,,,,,,11.0.17,hotspot,,0,jdk11u-fix-request,jdk11u-fix-yes,,,,,,,,,,,,,,,,,,"[11u] TestMemoryWithCgroupV1  fails after JDK-8292768, Backport of JDK-8284950.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8284950,JDK-8292768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2ycyr:",9223372036854775807,b04,,,,,,,,,,,"2022-08-24 01:12;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk11u-dev/pull/1337
Date: 2022-08-24 08:06:47 +0000;;;","2022-08-24 02:19;dukebot;Changeset: 75e4cb38
Author:    bobpengxie <bobpengxie@tencent.com>
Committer: Christoph Langer <clanger@openjdk.org>
Date:      2022-08-24 09:15:27 +0000
URL:       https://git.openjdk.org/jdk11u-dev/commit/75e4cb38910948634b816e4f4db36b8525d232c8
;;;","2022-08-24 13:00;dukebot;Changeset: 75e4cb38
Author:    bobpengxie <bobpengxie@tencent.com>
Committer: Christoph Langer <clanger@openjdk.org>
Date:      2022-08-24 09:15:27 +0000
URL:       https://git.openjdk.org/jdk11u/commit/75e4cb38910948634b816e4f4db36b8525d232c8
;;;",,,,,,,,,,,,,,,,,,,,
MemorySegment arithmetics performed with int accuracy where long is required ,JDK-8292851,5082170,Bug,Resolved,JDK,JDK,software,duke,,,P1,Fixed,pminborg,pminborg,pminborg,2022-08-23 23:58,2022-09-08 03:26,2023-10-01 09:56,2022-08-24 06:57,repo-panama,,,,,,,core-libs,,0,foreign-memaccess+abi,,,,,,,,,,,,,,,,,,,"The methods MemorySegment::copy are computing the destOffset parameter with int arithmetics when calling ScopedMemoryAccess.getScopedMemoryAccess().copy*Memory. But, for large values of elementCount and arrays of types other than byte[] (e.g. long[]), this may silently overflow causing an undefined value (including negative values) to be used for subsequent Unsafe calls which, in turn, may cause a JVM crash or even worse, may quietly mutate arbitrary process memory.",,14400,14400,,0%,14400,14400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2ycyj:",9223372036854775807,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@28ce6b78,,,,,,,,,"2022-08-24 02:19;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/panama-foreign/pull/712
Date: 2022-08-24 09:14:04 +0000;;;",,,,,,,,,,,,,,,,,,,,,,
Unused field 'expiredTimersKey' in javax.swing.TimerQueue,JDK-8292850,5082169,Bug,Resolved,JDK,JDK,software,duke,,,P5,Fixed,aturbanov,aturbanov,aturbanov,2022-08-23 23:38,2022-09-06 17:30,2023-10-01 09:56,2022-08-30 03:24,18,19,20,,,,20,client-libs,,0,noreg-cleanup,,,,,,,,,,,,,,,,,,,"The field ""javax.swing.TimerQueue.expiredTimersKey"" is not referred to by any code. Seems it can be safely removed.

    private static final Object expiredTimersKey =
        new StringBuffer(""TimerQueue.expiredTimersKey"");",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2ycyb:",9223372036854775807,b13,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@568a5b31,,,,,,,,,"2022-08-24 11:14;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk/pull/10001
Date: 2022-08-24 18:05:40 +0000;;;","2022-08-30 03:24;dukebot;Changeset: b3450e93
Author:    Andrey Turbanov <aturbanov@openjdk.org>
Date:      2022-08-30 10:22:12 +0000
URL:       https://git.openjdk.org/jdk/commit/b3450e930e52f03ffc3891de7672625ac45b13d0
;;;",,,,,,,,,,,,,,,,,,,,,
AWT_Mixing and TrayIcon tests fail on el8 with hard-coded isOel7,JDK-8292848,5082167,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,tkiriyama,tkiriyama,tkiriyama,2022-08-23 23:25,2022-10-05 23:18,2023-10-01 09:56,2022-09-28 00:02,17,18,19,20,,,20,client-libs,,0,,,,,,,,,,,,,,,,,,,,"The following classes have the isOel7 method that determines whether the system property of 
""os.version"" is ""el7"".

test/jdk/java/awt/Mixing/AWT_Mixing/SimpleOverlappingTestBase.java
test/jdk/java/awt/TrayIcon/SystemTrayIconHelper.java

These classes are used in AWT_Mixing and TrayIcon tests, but they return false and cause 
the test to fail on el8 or later.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,linux,,,,,,,"0|i2ycxv:",9223372036854775807,b18,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@5a9b3fd3,,,,,,,,,"2022-08-24 00:11;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk/pull/9995
Date: 2022-08-24 07:06:15 +0000;;;","2022-09-28 00:02;dukebot;Changeset: c13e0ef3
Author:    KIRIYAMA Takuya <kiriyama.takuya@fujitsu.com>
Committer: Jayathirth D V <jdv@openjdk.org>
Date:      2022-09-28 07:00:38 +0000
URL:       https://git.openjdk.org/jdk/commit/c13e0ef3f8046a979638d6885a732553fc2b126e
;;;",,,,,,,,,,,,,,,,,,,,,
[lworld] add binary compatibility tests,JDK-8292817,5082127,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,vromero,vromero,vromero,2022-08-23 14:26,2022-08-25 10:24,2023-10-01 09:56,2022-08-25 10:24,repo-valhalla,,,,,,repo-valhalla,tools,,0,lw4,lworld,,,,,,,,,,,,,,,,,,"add tests for ""Chapter 13: Binary Compatibility"" changes

[1] http://cr.openjdk.java.net/~dlsmith/jep8277163/jep8277163-20220519/specs/value-objects-jls.html#jls-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2ycoz:",9223372036854775807,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@4dca67bd,,,,,,,,,"2022-08-25 10:14;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/valhalla/pull/728
Date: 2022-08-25 17:04:39 +0000;;;",,,,,,,,,,,,,,,,,,,,,,
GPL Classpath exception missing from assemblyprefix.h,JDK-8292816,5082126,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,tsteele,tsteele,tsteele,2022-08-23 14:24,2022-09-25 23:31,2023-10-01 09:56,2022-08-24 06:45,,,,,,,20,infrastructure,,0,jdk17u-fix-request,jdk17u-fix-yes,,,,,,,,,,,,,,,,,,"Add missing to classpath exception to assemblyprefix.h.

Requested by Archana Nogriya, similar to [1].

---

[1] https://mail.openjdk.org/pipermail/jdk-updates-dev/2022-April/013988.html",,,,,,,,,,JDK-8294341,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8286029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2ycor:",9223372036854775807,b12,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@429c566,,,,,,,,,"2022-08-23 14:39;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk/pull/9990
Date: 2022-08-23 21:31:24 +0000;;;","2022-08-24 04:39;dholmes;Why should this file have or require the classpath exception? It isn't a header file included into source code.;;;","2022-08-24 06:45;dukebot;Changeset: 71ab5c95
Author:    Tyler Steele <tsteele@openjdk.org>
Date:      2022-08-24 13:43:55 +0000
URL:       https://git.openjdk.org/jdk/commit/71ab5c95af28497fb31aba8ba9597da71bc4d3d5
;;;","2022-09-07 09:12;tsteele;Hi David,

I believe this is really only for completeness. It can be difficult to be sure that it's safe to consume this code if the exceptions are not all in place.

Tyler;;;","2022-09-07 09:24;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk17u-dev/pull/656
Date: 2022-09-07 16:10:29 +0000;;;","2022-09-07 13:19;tsteele;[jdk17u]

Request to backport this (trivial) change to 17 to ensure that all files with a GPL copyright header contain the GPL exception. Risk to the codebase is minimal as this change does not affect any runnable code. Pre-submit tests are passing.;;;",,,,,,,,,,,,,,,,,
jvm test RunWithfieldTests.java fails with VerifyError exception,JDK-8292812,5082122,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,hseigel,hseigel,hseigel,2022-08-23 13:53,2022-08-24 05:17,2023-10-01 09:56,2022-08-24 05:17,repo-valhalla,,,,,,,hotspot,,0,lworld,,,,,,,,,,,,,,,,,,,"Test runtime/valhalla/inlinetypes/withfieldTests/RunWithfieldTests.java fails with the following VerifyError exception:

java.lang.VerifyError: Inconsistent stackmap frames at branch target 275
Exception Details:
  Location:
    RunWithfieldTests.main([Ljava/lang/String;)V @275: new
  Reason:
    Type 'putfieldPrimitive' (current frame, locals[7]) is not assignable to 'QputfieldPrimitive;' (stack map, locals[7])
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2ycnv:",9223372036854775807,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@762b8a4b,,,,,,,,,"2022-08-23 14:38;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/valhalla/pull/725
Date: 2022-08-23 21:34:42 +0000;;;",,,,,,,,,,,,,,,,,,,,,,
