Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (CSR),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field ( Type of Bug [Challenge] ),Custom field (CPU),Custom field (CPU),Custom field (Cost of Delay),Custom field (Epic Link),Custom field (Imported),Custom field (Indexed),Custom field (Introduced In Build),Custom field (Introduced In Version),Custom field (Number of Tests Affected [Challenge]),Custom field (OS),Custom field (OS),Custom field (Oracle Evaluation),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Resolved In Build),Sprint,Custom field (Story Points),Custom field (Subcomponent),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time Spent),Custom field (Understanding),Custom field (Value),Custom field (Verification),Custom field (external_bug),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
"Key protection using PBEWithMD5AndDES fails with ""java.security.InvalidAlgorithmParameterException: Salt must be 8 bytes long""",JDK-8266293,5048407,Bug,Resolved,JDK,JDK,software,duke,,,P3,Fixed,weijun,tvoniadka,tvoniadka,2021-04-29 04:43,2021-06-24 13:22,2023-10-01 09:57,2021-05-06 11:01,11.0.12-oracle,17,7u311,8u301,,,,17,security-libs,,0,CPU21_07-critical-approved,CPU21_07-critical-SQE-OK,jdk11u-fix-request,jdk11u-fix-yes,pkcs12-crypto,regression,sqebug,,,,,,,"Attached is a test that reads the in-memory key and certificate bytes, constructs a key and certificate chain, and attempts to import those onto a PKCS12 keystore. The default execution works well. However, if we run:

java -Dkeystore.pkcs12.keyProtectionAlgorithm=PBEWithMD5AndDES PKCS12Tester

---------------------------------------------

Exception in thread ""main"" java.security.KeyStoreException: Key protection algorithm not found: java.security.UnrecoverableKeyException: Encrypt Private Key failed: Salt must be 8 bytes long
	at java.base/sun.security.pkcs12.PKCS12KeyStore.setKeyEntry(PKCS12KeyStore.java:709)
	at java.base/sun.security.pkcs12.PKCS12KeyStore.engineSetKeyEntry(PKCS12KeyStore.java:589)
	at java.base/sun.security.util.KeyStoreDelegator.engineSetKeyEntry(KeyStoreDelegator.java:111)
	at java.base/java.security.KeyStore.setKeyEntry(KeyStore.java:1167)
	at PKCS12Tester.main(PKCS12Tester.java:81)
Caused by: java.security.UnrecoverableKeyException: Encrypt Private Key failed: Salt must be 8 bytes long
	at java.base/sun.security.pkcs12.PKCS12KeyStore.encryptPrivateKey(PKCS12KeyStore.java:951)
	at java.base/sun.security.pkcs12.PKCS12KeyStore.setKeyEntry(PKCS12KeyStore.java:631)
	... 4 more
Caused by: java.security.InvalidAlgorithmParameterException: Salt must be 8 bytes long
	at java.base/com.sun.crypto.provider.PBES1Core.init(PBES1Core.java:241)
	at java.base/com.sun.crypto.provider.PBES1Core.init(PBES1Core.java:347)
	at java.base/com.sun.crypto.provider.PBEWithMD5AndDESCipher.engineInit(PBEWithMD5AndDESCipher.java:227)
	at java.base/javax.crypto.Cipher.implInit(Cipher.java:875)
	at java.base/javax.crypto.Cipher.chooseProvider(Cipher.java:929)
	at java.base/javax.crypto.Cipher.init(Cipher.java:1585)
	at java.base/javax.crypto.Cipher.init(Cipher.java:1516)
	at java.base/sun.security.pkcs12.PKCS12KeyStore.encryptPrivateKey(PKCS12KeyStore.java:931)
	... 5 more

-----------------------------------------------

In comparison, openssl seems to have no issues with the same algorithm:

$ openssl version
OpenSSL 1.0.2k-fips  26 Jan 2017

$ openssl pkcs12 -export -in rsa.cert.pem -inkey rsa.pkey.pem -name a -passout pass:hello -keypbe PBE-MD5-DES >/dev/null && echo $?
0

I went through the PKCS12KeyStore implementation, and have included at the end of the same attached program, what I think is taking place in the implementation, reaching at the exception.",,,,,,,,,,,JDK-8266986,JDK-8266980,JDK-8269328,JDK-8266928,JDK-8267034,JDK-8266926,JDK-8267453,JDK-8266921,,,,,,,,,,,,,,,,,,,JDK-8076190,,,,"2021-04-29 04:40;tvoniadka;PKCS12Tester.java;https://bugs.openjdk.org/secure/attachment/94442/PKCS12Tester.java","2021-04-29 04:43;tvoniadka;rsa.cert.pem;https://bugs.openjdk.org/secure/attachment/94440/rsa.cert.pem","2021-04-29 04:43;tvoniadka;rsa.pkey.pem;https://bugs.openjdk.org/secure/attachment/94441/rsa.pkey.pem",,,,,,,,,,,,,,,,,,,,,,,"0|i2smsz:",9223372036854775807,b22,,,,,,,,,,,,"2021-04-30 10:37;weijun;PKCS12KeyStore always uses a 20-byte salt in encryption but PBEWithMD5AndDES only accepts 8-byte salt. With this code change, the salt used for this algorithm will be 8 bytes.

RFC 2898 only requires the salt to be at least 8 bytes, but I don't intend to modify the PBES1Core.java to accept a long salt. Otherwise, a newly generated PKCS #12 file using a long salt will not be recognized by an old JDK.

Also, although PBES1Core.java also take cares of another algorithm named PBEWithMD5AndDESede but it's not usable in a PKCS #12 keystore as we have not defined its Object Identifier anywhere.;;;","2021-04-30 10:40;weijun;The fix in JDK 17 uses `KnownOIDs.findMatch(algorithm) == KnownOIDs.PBEWithMD5AndDES` to detect whether PBEWithMD5AndDES is used. Backporters might need to check case-insensitive equality to both ""PBEWithMD5AndDES"" and ""1.2.840.113549.1.5.3"" because both the algorithm name and OID can be specified through the system property.;;;","2021-05-05 18:19;valeriep;RFC 2898 has salt length to be ""exact"" 8 bytes for PBKDF1 and PBES1 which is what PBEwithMD5AndDES is based upon. So, it's correct for PBES1Core to enforce 8-byte salt length. However, for the newer PBE algorithms, e.g. PBKDF2, PBES2, PBMAC1, the salt does not have a fixed length.;;;","2021-05-05 19:38;weijun;Ah, I must be reading RFC 8018, where it is ""at least eight octets (64 bits) long"".

Wait, RFC 2898 Page 7 also says ""It should be at least eight octets"" but then in the algorithms description uses 8-byte salt again.;;;","2021-05-06 11:01;roboduke;Changeset: 04f71126
Author:    Weijun Wang <weijun@openjdk.org>
Date:      2021-05-06 18:00:11 +0000
URL:       https://git.openjdk.java.net/jdk/commit/04f71126479f9c39aa71e8aebe7196d72fc16796
;;;","2021-05-18 08:10;mdoerr;Fix Request (11u)
Should get backported for parity with 11.0.12-oracle. Included test shows that it's needed. It applies almost cleanly, but requires an adaptation. Review thread:
http://mail.openjdk.java.net/pipermail/jdk-updates-dev/2021-May/006240.html;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
(jrtfs) Calling Files.exists may break the JRT filesystem,JDK-8266291,5048405,Bug,Resolved,JDK,JDK,software,duke,,,P3,Fixed,sundar,jlahoda,jlahoda,2021-04-29 04:02,2021-05-19 18:06,2023-10-01 09:57,2021-05-14 06:00,17,,,,,,,17,tools,,0,,,,,,,,,,,,,,"Consider this code (also attached):
---
package jrtfstest;

import java.net.URI;
import java.nio.file.FileSystems;
import java.nio.file.Files;
import java.nio.file.Path;

public class JRTFSTest {

    public static void main(String[] args) throws Exception {
        Path p = FileSystems.getFileSystem(new URI(""jrt:///"")).getPath(""modules"");
        boolean wasDirectory = Files.isDirectory(p);
        Path m = p.resolve(""modules"");
        Files.exists(m);
        if (wasDirectory != Files.isDirectory(p)) {
            throw new AssertionError(""The status of 'p' changed from: "" + wasDirectory +
                                      "" to: "" + Files.isDirectory(p));
        }
    }
    
}
---

Running like this:
---
$ java /tmp/JavaApplication71/src/jrtfstest/JRTFSTest.java
Exception in thread ""main"" java.lang.AssertionError: The status of 'p' changed from: true to: false
        at jrtfstest.JRTFSTest.main(JRTFSTest.java:17)
---

By calling Files.exists on ""m"", the result from Files.isDirectory for ""p"" changed - that does not seem right.

This was found while evaluating why this test fails:
https://github.com/apache/netbeans/blob/903b73c7ed9284df976f3ba466e8696b51d64167/java/classfile/test/unit/src/org/netbeans/modules/classfile/ModuleTest.java#L209

I think the test was originally trying to work on various old development versions of JRT FS, so was trying to determine whether ""modules"" directory exists or not, but it breaks the filesystem.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2021-04-29 03:55;jlahoda;JRTFSTest.java;https://bugs.openjdk.org/secure/attachment/94439/JRTFSTest.java",,,,,,,,,,,,,,,,,,,,,,,,,"0|i2smsj:",9223372036854775807,b23,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@3da653bd,,,,,,,,,"2021-05-14 06:00;roboduke;Changeset: af4cd04c
Author:    Athijegannathan Sundararajan <sundar@openjdk.org>
Date:      2021-05-14 12:59:41 +0000
URL:       https://git.openjdk.java.net/jdk/commit/af4cd04c2e393f8d1ffef60f49e3269adee649b8
;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
assert root method not found in witnessed_reabstraction_in_supers is too strong,JDK-8266288,5048400,Bug,Resolved,JDK,JDK,software,duke,,,P3,Fixed,jcm,jcm,jcm,2021-04-29 01:19,2021-06-16 05:24,2023-10-01 09:57,2021-04-29 09:17,11,16,17,7,8,,,17,hotspot,,0,graal,hs-comp-triaged,jdk11u-fix-request,jdk11u-fix-yes,jdk16u-fix-request,jdk16u-fix-SQE-ok,jdk16u-fix-yes,oracle-triage-11,oracle-triage-17,redhat-interest,,,,"https://github.com/openjdk/jdk/blob/master/src/hotspot/share/code/dependencies.cpp#L1325

assert root method not found in witnessed_reabstraction_in_supers is too strong, so removing it.",,,,,,,,,,,JDK-8266656,JDK-8268891,JDK-8267025,JDK-8267360,,,,,,,,,,,,,,,,,,,JDK-8264079,JDK-8244543,,,,,,,,,,,,,,,,,,generic,,,,,,,,,generic,,,,,"0|i2smrf:",9223372036854775807,b21,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@6a4709f4,,,,,,,,,"2021-04-29 09:17;roboduke;Changeset: 49d04586
Author:    Jamsheed Mohammed C M <jcm@openjdk.org>
Date:      2021-04-29 16:16:42 +0000
URL:       https://git.openjdk.java.net/jdk/commit/49d04586ed27fc905083d60aa68793d84824c7f3
;;;","2021-04-29 23:28;thartmann;ILW = MMH = P3;;;","2021-05-03 06:20;mdoerr;It's not limited to graal. Can be observed on PPC64 which has no graal implementation.;;;","2021-05-04 14:26;mdoerr;Fix Request (16u)
The too strong assertion was also observed in 16u. Removal is trivial and applies cleanly.;;;","2021-06-01 00:18;shade;Fix Request (11u)

This removes the overly strong assert and keeps codebases in sync (I see 11.0.13-oracle). Patch applies cleanly to 11u, passes tier1.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lookup::accessClass fails with IAE when accessing an arrayClass with a protected inner class as component class,JDK-8266269,5048375,Bug,Resolved,JDK,JDK,software,duke,,,P3,Fixed,mchung,rpatil,rpatil,2021-04-28 21:54,2021-07-18 12:29,2023-10-01 09:57,2021-06-26 11:29,16,,,,,,,17,core-libs,,0,,,,,,,,,,,,,,"MethodHandles$Lookup.accessClass does not follow its documentation:
https://docs.oracle.com/en/java/javase/16/docs/api/java.base/java/lang/invoke/MethodHandles.Lookup.html#accessClass(java.lang.Class)

Specifically, it throws an exception when accessing an Array Class with a protected inner class as component class when using lookup object with full capabilities
(ie. java.lang.IllegalAccessException: access violation: class [Lp.A$TEST;, from q.B (unnamed module @60215eee)  in the testcase provided)

The expected behavior is accessClass should allow the access and return the passed in class.

Testcase:

package p;

public class A {
    protected enum TEST { ONE }
}



package q;

import p.A;

import java.lang.invoke.MethodHandle;
import java.lang.invoke.MethodHandles;
import java.lang.invoke.MethodType;

public class B extends A {
    public static void main(String[] args) throws Throwable {
        TEST[] arr = new TEST[1];
        Class<?> arrClass = arr.getClass();

        //1) is TEST[] visible
        try {
            MethodHandles.Lookup l = MethodHandles.lookup();
            Class<?> accessClass = l.accessClass(arrClass);
            System.out.println(""Passed! accessClass is: ""
                               + accessClass.getName());
        } catch (Exception e) {
            System.out.println(e);
        }

        //2) Byte code behaviour with TEST[]
        meth(null);

        //3) MH lookup with TEST[]
        MethodHandle mh = MethodHandles.lookup().findStatic(B.class, ""meth"", MethodType.methodType(void.class, TEST[].class));
        mh.invoke(null);
    }

    public static void meth(TEST[] arr) {
        System.out.println(""called method"");
    }
}
",,,,,,,,,,,JDK-8270658,JDK-8269464,,,,,,,,,,,,JDK-8269312,,,,,,,,,JDK-8269689,,,,JDK-8207027,JDK-8022718,JDK-8150782,,,,,,,,,,,,,generic,,,,,,,,,generic,,,,,"0|i2smlv:",9223372036854775807,b29,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@1cfeb1de,,,,,,,,,"2021-06-24 11:36;mchung;Lookup::accessClass can test if an array class is accessible.  An array class is accessible if and only if the element type of the specified array class is accessible.

It's a bug in the implementation that accessibility should be determined using the element type rather than the array type.;;;","2021-06-26 11:28;roboduke;Changeset: 6eb734a6
Author:    Mandy Chung <mchung@openjdk.org>
Date:      2021-06-26 18:27:28 +0000
URL:       https://git.openjdk.java.net/jdk17/commit/6eb734a60fdd982c94dd152a803809f148bff582
;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fix foreign linker build issues for ppc and s390,JDK-8266257,5048361,Bug,Resolved,JDK,JDK,software,duke,,,P2,Fixed,mcimadamore,mcimadamore,mcimadamore,2021-04-28 14:38,2021-09-22 02:01,2023-10-01 09:57,2021-06-03 02:42,17,,,,,,,17,hotspot,,0,hs-comp-triaged,noreg-build,oracle-triage-11,oracle-triage-17,,,,,,,,,,"The implementation for JEP-412 introduces 4 functions in sharedRuntime:

static void   move32_64(MacroAssembler* masm, VMRegPair src, VMRegPair dst);
  static void   long_move(MacroAssembler* masm, VMRegPair src, VMRegPair dst);
  static void  float_move(MacroAssembler* masm, VMRegPair src, VMRegPair dst);
  static void double_move(MacroAssembler* masm, VMRegPair src, VMRegPair dst);

Having these functions declaration in sharedRuntime makes sense as a way to reuse code; note that these are then implemented in platform specific ways (see sharedRuntime_aarch64.cpp).

Unfortunately, in certain architectures (s390, ppc) the implementation for these routines has an incompatible signature, which means the build for these architecture fails.

Since these routine are only used by universalUpcallHandler (which is also platform specific), a better approach would be to move these routines under the (platform-specific) MacroAssembler class. This way these functions will not be forced on all architectures.

A preview of these changes are in the following branch:
https://github.com/openjdk/jdk/compare/master...mcimadamore:JEP-412-build-platforms?expand=1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8264774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2smir:",9223372036854775807,b26,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@6a4709f4,,,,,,,,,"2021-06-03 02:42;roboduke;Changeset: 29ab1628
Author:    Maurizio Cimadamore <mcimadamore@openjdk.org>
Date:      2021-06-03 09:41:21 +0000
URL:       https://git.openjdk.java.net/jdk/commit/29ab16284a4f1ac7ed691fd12cb622b0440c04be
;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compiler.vectorization.TestBufferVectorization does testing twice,JDK-8266256,5048360,Bug,Resolved,JDK,JDK,software,duke,,,P5,Fixed,iignatyev,iignatyev,iignatyev,2021-04-28 14:29,2021-06-03 05:33,2023-10-01 09:57,2021-04-28 20:51,16,17,,,,,,17,hotspot,,0,hs-comp-triaged,noreg-self,oracle-triage-17,,,,,,,,,,,"`compiler.vectorization.TestBufferVectorization` runs the testing twice, one time in the JVM created by jtreg, and once again by the JVM created by TestBufferVectorization.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2smij:",9223372036854775807,b21,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@6a4709f4,,,,,,,,,"2021-04-28 20:51;roboduke;Changeset: 6b263e68
Author:    Igor Ignatyev <iignatyev@openjdk.org>
Date:      2021-04-29 03:50:44 +0000
URL:       https://git.openjdk.java.net/jdk/commit/6b263e6832ca13e43b0389434ef196ee7be458c7
;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compiler/eliminateAutobox/TestEliminateBoxInDebugInfo.java uses wrong package name,JDK-8266255,5048359,Bug,Resolved,JDK,JDK,software,duke,,,P5,Fixed,iignatyev,iignatyev,iignatyev,2021-04-28 14:18,2021-11-10 01:53,2023-10-01 09:57,2021-04-28 17:12,17,,,,,,,17,hotspot,,0,hs-comp-triaged,noreg-self,oracle-triage-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8261137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2smib:",9223372036854775807,b21,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@6a4709f4,,,,,,,,,"2021-04-28 17:12;roboduke;Changeset: 03d4149d
Author:    Igor Ignatyev <iignatyev@openjdk.org>
Date:      2021-04-29 00:12:08 +0000
URL:       https://git.openjdk.java.net/jdk/commit/03d4149d0cd6a33bf42f978a2501664884ebb773
;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compiler.inlining.InlineAccessors shouldn't do testing in driver VM,JDK-8266251,5048355,Bug,Resolved,JDK,JDK,software,duke,,,P5,Fixed,iignatyev,iignatyev,iignatyev,2021-04-28 13:57,2022-03-15 04:05,2023-10-01 09:57,2021-04-28 17:13,11,17,,,,,,17,hotspot,,0,hs-comp-triaged,jdk11u-fix-request,jdk11u-fix-yes,noreg-self,oracle-triage-17,testbug,,,,,,,,"`compiler.inlining.InlineAccessors` test executes `doTest` method in its `InlineAccessors::main`, but InlineAccessors is run in driver mode (so it's not expected to do actual testing and strictly speaking can be executed in JVM other than JVM under test).",,,,,,,,,,,JDK-8280920,JDK-8283170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2smhf:",9223372036854775807,b21,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@6a4709f4,,,,,,,,,"2021-04-28 17:13;roboduke;Changeset: 9605aedd
Author:    Igor Ignatyev <iignatyev@openjdk.org>
Date:      2021-04-29 00:12:56 +0000
URL:       https://git.openjdk.java.net/jdk/commit/9605aeddee70ba4f3dba2ae2a3d100319164b03d
;;;","2022-03-14 07:53;mdoerr;Fix Request (11u):
Should get backported for parity with 11.0.16-oracle. Applies cleanly. Test has passed.;;;","2022-03-14 07:56;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk11u-dev/pull/892
Date: 2022-03-14 14:51:48 +0000;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WebSocketTest and WebSocketProxyTest call assertEquals(List<byte[]>, List<byte[]>)",JDK-8266250,5048354,Bug,Resolved,JDK,JDK,software,duke,,,P3,Fixed,dfuchs,dfuchs,dfuchs,2021-04-28 13:38,2023-07-17 02:16,2023-10-01 09:57,2021-04-29 09:15,,,,,,,,17,core-libs,,0,jdk11u-fix-request,jdk11u-fix-yes,noreg-self,,,,,,,,,,,"Although this appears to be working at the moment this is a bit fragile, and give poor diagnostics in case of failure.",,,,,,,,,,,JDK-8266359,JDK-8312161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2smh7:",9223372036854775807,b21,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@446e124a,,,,,,,,,"2021-04-29 09:15;roboduke;Changeset: 01415f33
Author:    Daniel Fuchs <dfuchs@openjdk.org>
Date:      2021-04-29 16:15:06 +0000
URL:       https://git.openjdk.java.net/jdk/commit/01415f33e34621294832c165f21b112ed1c54103
;;;","2022-07-21 01:14;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk11u-dev/pull/1253
Date: 2022-07-21 08:05:16 +0000;;;","2022-07-21 01:18;gdams;Fix request (11u)

I'd like to backport this change as part of the wider effort to bump JDK11u to jtreg 6;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
javax/swing/JPopupMenu/7156657/bug7156657.java fails on macOS,JDK-8266249,5048353,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,kizune,prr,prr,2021-04-28 13:26,2023-08-15 22:06,2023-10-01 09:57,2021-05-09 20:22,17,,,,,,,17,client-libs,,0,noreg-self,sn_92,testbug,,,,,,,,,,,"This test was just stabilized under bug ID https://bugs.openjdk.java.net/browse/JDK-8171381

However a recent test run executing the jtregtests 40 times on JDK 17 for macOS 11 ARM reproduced it once - and that was using the fixed test.

So there's still a problem with this test although a rare-ish one.

Test log :
----------System.out:(0/0)----------
----------System.err:(13/782)----------
java.lang.RuntimeException: The test failed
	at bug7156657.main(bug7156657.java:124)
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:78)
	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.base/java.lang.reflect.Method.invoke(Method.java:568)
	at com.sun.javatest.regtest.agent.MainWrapper$MainThread.run(MainWrapper.java:127)
	at java.base/java.lang.Thread.run(Thread.java:831)

JavaTest Message: Test threw exception: java.lang.RuntimeException: The test failed
JavaTest Message: shutting down test

STATUS:Failed.`main' threw exception: java.lang.RuntimeException: The test failed
----------rerun:(42/7045)*----------",,,,,,,,,,,JDK-8314339,JDK-8304229,JDK-8313879,,,,,,,,,,,,,,,,,,,,,,,,JDK-8171381,,,,,,,,,,,,,,,aarch64,,,,,,,,,os_x,,,,,"0|i2smgz:",9223372036854775807,b22,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@568a5b31,,,,,,,,,"2021-05-03 12:28;kizune;During investigation i have found that when screenshot was taken the popup's offset due to the screen insets were not taking into account which can lead to wrong results and false positives. I also added a bunch of screenshots to be able to triage this test better in case if it fails down the line.;;;","2021-05-04 19:22;kizune;Link to a clean test run: https://mach5.us.oracle.com/mdash/jobs?search=id:azuev-integration-20210504-1427-20531704;;;","2021-05-09 20:22;roboduke;Changeset: 9b769550
Author:    Alexander Zuev <kizune@openjdk.org>
Date:      2021-05-10 03:21:52 +0000
URL:       https://git.openjdk.java.net/jdk/commit/9b769550242e8bf6f9e783bf0d6f4a87d0c6376d
;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compilation failure in PLATFORM_API_MacOSX_MidiUtils.c with Xcode 12.5,JDK-8266248,5048352,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,serb,dholmes,dholmes,2021-04-28 13:21,2021-09-14 05:54,2023-10-01 09:57,2021-05-01 22:30,17,,,,,,,17,client-libs,,0,11-bp,azul-interest,jdk11u-fix-request,jdk11u-fix-yes,jdk13u-fix-request,jdk13u-fix-yes,jdk15u-fix-request,jdk15u-fix-yes,noreg-cleanup,,,,,"Dmitry reports:

After upgrade to macOS 11.3 on aarch64  and with XCode 12.5 consistently getting the following for 'make images'

src/java.desktop/macosx/native/libjsound/PLATFORM_API_MacOSX_MidiUtils.c:258:31: error: cast to smaller integer type 'MIDIClientRef' (aka 'unsigned int') from 'void *' [-Werror,-Wvoid-pointer-to-int-cast]
static MIDIClientRef client = (MIDIClientRef) NULL;
                              ^~~~~~~~~~~~~~~~~~~~
/jdk/src/java.desktop/macosx/native/libjsound/PLATFORM_API_MacOSX_MidiUtils.c:259:29: error: cast to smaller integer type 'MIDIPortRef' (aka 'unsigned int') from 'void *' [-Werror,-Wvoid-pointer-to-int-cast]
static MIDIPortRef inPort = (MIDIPortRef) NULL;
                            ^~~~~~~~~~~~~~~~~~
/jdk/src/java.desktop/macosx/native/libjsound/PLATFORM_API_MacOSX_MidiUtils.c:260:30: error: cast to smaller integer type 'MIDIPortRef' (aka 'unsigned int') from 'void *' [-Werror,-Wvoid-pointer-to-int-cast]
static MIDIPortRef outPort = (MIDIPortRef) NULL;
                             ^~~~~~~~~~~~~~~~~~
/jdk/src/java.desktop/macosx/native/libjsound/PLATFORM_API_MacOSX_MidiUtils.c:466:32: error: cast to smaller integer type 'MIDIEndpointRef' (aka 'unsigned int') from 'void *' [-Werror,-Wvoid-pointer-to-int-cast]
    MIDIEndpointRef endpoint = (MIDIEndpointRef) NULL;
                               ^~~~~~~~~~~~~~~~~~~~~~
4 errors generated.
make[3]: *** [/jdk/build/macosx-aarch64-server-release/support/native/java.desktop/libjsound/PLATFORM_API_MacOSX_MidiUtils.o] Error 1
make[3]: *** Waiting for unfinished jobs....
make[2]: *** [java.desktop-libs] Error 2
make[2]: *** Waiting for unfinished jobs....
ERROR: Build failed for targets 'clean all' in configuration 'macosx-aarch64-server-release' (exit code 2)",,,,,,,,,,,JDK-8266464,JDK-8273702,JDK-8273703,JDK-8269079,JDK-8270198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aarch64,,,,,,,,,os_x,,,,,"0|i2smgr:",9223372036854775807,b21,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@7d98911c,,,,,,,,,"2021-04-28 16:17;prr;I doubt it is aarch64 specific.;;;","2021-04-30 03:34;jespersm;This is not aarch64 specific -- happens for me too on x86_64 intel macOS Big Sur. 
The patch in https://github.com/openjdk/jdk/pull/3808 looks good.;;;","2021-05-01 22:30;roboduke;Changeset: dedddd5a
Author:    Sergey Bylokhov <serb@openjdk.org>
Date:      2021-05-02 05:29:12 +0000
URL:       https://git.openjdk.java.net/jdk/commit/dedddd5ab2e39a30a039d24f629a7974048b0923
;;;","2021-05-02 04:30;dbessono;The problem is not seen any more with the fix integrated to the repository. Thanks [~serb] for quick fix!;;;","2021-06-18 14:49;phh;Fix Request (11u).

Clean and trivial backport.
;;;","2021-09-13 10:21;vkempik;Fix Request (13u, 15u).

Clean and trivial backport. To fix builds with xcode12.5;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
