Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (CSR),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Custom field ( Type of Bug [Challenge] ),Custom field (CPU),Custom field (CPU),Custom field (Cost of Delay),Custom field (Epic Link),Custom field (Imported),Custom field (Indexed),Custom field (Introduced In Build),Custom field (Introduced In Version),Custom field (Number of Tests Affected [Challenge]),Custom field (OS),Custom field (OS),Custom field (Oracle Evaluation),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Resolved In Build),Sprint,Custom field (Story Points),Custom field (Subcomponent),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time Spent),Custom field (Understanding),Custom field (Value),Custom field (Verification),Custom field (external_bug),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
[macos11] JTabbedPane selected and pressed tab is not legible,JDK-8273478,5058168,Bug,Resolved,JDK,JDK,software,duke,,,P3,Fixed,psadhukhan,psadhukhan,psadhukhan,2021-09-08 01:53,2021-09-20 17:41,2023-10-01 09:57,2021-09-12 21:44,17,18,,,,,,18,client-libs,,0,sn_101,,,,,,,,,,,,,,,,,,,,,"on macOS 11 (bigsur), using the Swing Aqua Look and Feel,
the text of the selected and ""pressed"" JTabbedPane tab title text is just a light gray
outline of white text on a white background",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2021-09-08 01:53;psadhukhan;tabpane-selpressed-bigsur-issue.png;https://bugs.openjdk.org/secure/attachment/96383/tabpane-selpressed-bigsur-issue.png",,,,,x86_64,,,,,,,,,os_x,,,,,"0|i2ua1f:",9223372036854775807,b15,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@568a5b31,,,,,,,,,"2021-09-12 21:44;roboduke;Changeset: 4efcd200
Author:    Prasanta Sadhukhan <psadhukhan@openjdk.org>
Date:      2021-09-13 04:44:01 +0000
URL:       https://git.openjdk.java.net/jdk/commit/4efcd2006f00a6347987ecdacd6e09d59a0006f4
;;;","2021-09-20 17:41;serb;Initially discussed here:
https://github.com/openjdk/jdk/pull/5217#issuecomment-914954190;;;",,,,,,,,,,,,,,,,,,,,,,,,
Remove unreachable return in  mutexLocker::wait,JDK-8273451,5058111,Bug,Resolved,JDK,JDK,software,duke,,,P5,Fixed,lmesnik,lmesnik,lmesnik,2021-09-07 12:36,2021-09-27 07:20,2023-10-01 09:57,2021-09-08 12:30,18,,,,,,,18,hotspot,,0,jdk17u-fix-request,jdk17u-fix-yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8274376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2u9or:",9223372036854775807,b15,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@762b8a4b,,,,,,,,,"2021-09-08 12:30;roboduke;Changeset: 9b5991e8
Author:    Leonid Mesnik <lmesnik@openjdk.org>
Date:      2021-09-08 19:30:17 +0000
URL:       https://git.openjdk.java.net/jdk/commit/9b5991e811b789fe8b60701657c2f0dd2c222c2e
;;;","2021-09-27 04:37;omikhaltcova;Fix request (17u)

I'd like to backport this fix to jdk17u. 
The original patch applied cleanly.;;;",,,,,,,,,,,,,,,,,,,,,,,,
Fix the copyright header of SVML files,JDK-8273450,5058108,Bug,Closed,JDK,JDK,software,duke,,,P4,Fixed,sviswanathan,sviswanathan,sviswanathan,2021-09-07 11:29,2022-04-25 10:57,2023-10-01 09:57,2021-09-08 09:08,17,,,,,,,18,core-libs,,1,jdk17u-fix-request,jdk17u-fix-SQE-ok,jdk17u-fix-yes,,,,,,,,,,,,,,,,,,,Fix the copyright header of SVML files,,,,,,,,,,,JDK-8277265,JDK-8276910,,,,,,,,,,,,,,,,,,,,JDK-8273458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2u9o3:",9223372036854775807,b14,,,,,,,,,,Verified,,"2021-09-08 09:08;roboduke;Changeset: d7efd0e8
Author:    Sandhya Viswanathan <sviswanathan@openjdk.org>
Date:      2021-09-08 16:07:45 +0000
URL:       https://git.openjdk.java.net/jdk/commit/d7efd0e8cf14c732427d2c1363b60278bebdc06a
;;;","2021-11-05 13:09;sviswanathan;Fix Request
  Patch applies cleanly to JDK17u. Changes only in the copyright header of files. Need to have correct copyright header. Please approve. ;;;","2022-04-25 10:57;sqetools;verified;;;",,,,,,,,,,,,,,,,,,,,,,,
"Backport JDK-8273426 caused build failure due to missing ""All rights reserved.""",JDK-8273436,5058089,Bug,Resolved,JDK,JDK,software,duke,,,P3,Fixed,rgangadhar,rgangadhar,rgangadhar,2021-09-07 07:04,2021-10-11 08:44,2023-10-01 09:57,2021-09-07 07:40,11.0.14-oracle,,,,,,,11.0.14-oracle,client-libs,,0,openjdk-na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2u9jv:",9223372036854775807,b01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suspicious duplicate condition in java.util.regex.Grapheme#isExcludedSpacingMark,JDK-8273430,5058082,Bug,Resolved,JDK,JDK,software,duke,,,P3,Fixed,igraves,jlaskey,jlaskey,2021-09-07 05:27,2023-05-17 09:49,2023-10-01 09:57,2021-09-13 14:52,17,18,,,,,,18,core-libs,,0,amazon-interest,,,,,,,,,,,,,,,,,,,,,"Hello.
I found suspicious condition in the method
java.util.regex.Grapheme#isExcludedSpacingMark
It's detected by IntelliJ IDEA inspection 'Condition is covered by
further condition'
https://github.com/openjdk/jdk/blob/master/src/java.base/share/classes/java/util/regex/Grapheme.java#L157

```
private static boolean isExcludedSpacingMark(int cp) {
  return  cp == 0x102B || cp == 0x102C || cp == 0x1038 ||
          cp >= 0x1062 && cp <= 0x1064 ||
          cp >= 0x1062 && cp <= 0x106D ||  // <== here is the warning
          cp == 0x1083 ||
          cp >= 0x1087 && cp <= 0x108C ||
          cp == 0x108F ||
          cp >= 0x109A && cp <= 0x109C ||
          cp == 0x1A61 || cp == 0x1A63 || cp == 0x1A64 ||
          cp == 0xAA7B || cp == 0xAA7D;
}
```
There are 2 sub-conditions in this complex condition:
cp >= 0x1062 && cp <= 0x1064 ||
cp >= 0x1062 && cp <= 0x106D ||

The second condition is _wider_ than the first one.
I believe it's a bug. The second condition (according to
https://www.compart.com/en/unicode/category/Mc) should look like this:

cp >= 0x1067 && cp <= 0x106D ||

0x1065, 0x1066 are not from the Spacing_Mark category.


Andrey Turbanov",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8273691,,,,,,,,,,generic,,,,,,,,,generic,,,,,"0|i2u9ib:",9223372036854775807,b15,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@557d5cff,,,,,,,,,"2021-09-07 13:07;igraves;Confirming U+1065 and U+1067 are not spacing marks and should be excluded from the given range. Range should be fixed up as to not overlap with the existing ranges.;;;","2021-09-08 02:57;aturbanov;Did you mean U+1066 instead of U+1067, right?;;;","2021-09-08 09:10;igraves;Yes, thank you.;;;","2021-09-13 14:52;roboduke;Changeset: 3d9dc8f8
Author:    Ian Graves <igraves@openjdk.org>
Date:      2021-09-13 21:48:28 +0000
URL:       https://git.openjdk.java.net/jdk/commit/3d9dc8f824abf597d9b28f456cfeb5af927221b8
;;;",,,,,,,,,,,,,,,,,,,,,,
"C2: assert(false) failed: bad AD file after JDK-8252372 with UseSSE={0,1}",JDK-8273416,5058066,Bug,Resolved,JDK,JDK,software,duke,,,P3,Fixed,shade,shade,shade,2021-09-07 02:37,2021-11-16 12:18,2023-10-01 09:57,2021-11-01 05:32,17,18,,,,,,18,hotspot,,0,c2,hs-comp-triaged,jdk17u-fix-request,jdk17u-fix-SQE-ok,jdk17u-fix-yes,oracle-triage-11,oracle-triage-17,oracle-triage-18,redhat-interest,regression,,,,,,,,,,,,"This reliably reproduces with the existing test:

$ CONF=linux-x86-server-fastdebug make run-test TEST=java/util/Random/RandomTestMoments.java TEST_VM_OPTS=""-XX:UseAVX=0 -XX:UseSSE=0""

#  Internal Error (/home/shade/trunks/jdk/src/hotspot/share/opto/matcher.cpp:1681), pid=1313665, tid=1313681
#  assert(false) failed: bad AD file


o1789  AddD  === _ o1790 o436  [[o1785 ]] 

--N: o1789  AddD  === _ o1790 o436  [[o1785 ]] 

   --N: o1790  CastDD  === o1112 o1086  [[o1789 ]]  #double unconditional dependency
   REGD  100  castDD
   LEGREGD  200  MoveD2LEG
   VLREGD  200  MoveD2VL

      --N: o1086  RoundDouble  === _ o1085  [[o1189 o1792 o1790 ]] 
      REGDPR  0  REGDPR
      REGDPR1  0  REGDPR1
      REGDPR2  0  REGDPR2
      REGNOTDPR1  0  REGNOTDPR1
      REGD  100  MoveVL2D
      LEGREGD  200  MoveD2LEG
      VLREGD  0  VLREGD

   --N: o436  Phi  === o1762 o380 o1459  [[o1451 o730 o1458 o1789 o1791 ]]  #double
   REGDPR  0  REGDPR
   REGDPR1  0  REGDPR1
   REGDPR2  0  REGDPR2
   REGNOTDPR1  0  REGNOTDPR1
   REGD  100  MoveVL2D
   LEGREGD  200  MoveD2LEG
   VLREGD  0  VLREGD

I think the newly added CastDD nodes should handle regDPR instead of just regD to avoid this mismatch error.",,,,,,,,,,,JDK-8277273,JDK-8277104,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8252372,JDK-8276846,,,,,,,,,,,,,,,,,,,,,,,"0|i2u9er:",9223372036854775807,b22,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@6a4709f4,,,,,,,,,"2021-09-07 09:42;thartmann;ILW = Crash in C2's matcher (regression in JDK 17), reproducible with test and -XX:UseAVX=0 -XX:UseSSE=0, disable compilation of affected method = HMM = P2;;;","2021-11-01 05:32;roboduke;Changeset: 89ade1d7
Author:    Aleksey Shipilev <shade@openjdk.org>
Date:      2021-11-01 12:30:43 +0000
URL:       https://git.openjdk.java.net/jdk/commit/89ade1d7e88ee005c3fd2136d84e298d94f9a67c
;;;","2021-11-10 06:38;shade;Fix Request (17u)

This fixes a recent regression in 17u. Patch applies cleanly, fixes some x86_32 failures, and does not regress x86_64.;;;",,,,,,,,,,,,,,,,,,,,,,,
ResourceObj::operator delete should handle nullptr in debug builds,JDK-8273414,5058064,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,lkorinth,lkorinth,lkorinth,2021-09-07 01:55,2021-09-20 12:54,2023-10-01 09:57,2021-09-14 14:19,18,,,,,,,18,hotspot,,0,,,,,,,,,,,,,,,,,,,,,,The current assert does assume p not being nullptr and tries to dereference it. Delete should handle (and ignore) nullptr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2u9eb:",9223372036854775807,b15,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@762b8a4b,,,,,,,,,"2021-09-07 11:04;mseledtsov;ILW = MLM = P4;;;","2021-09-14 14:19;roboduke;Changeset: e66bf472
Author:    Leo Korinth <lkorinth@openjdk.org>
Date:      2021-09-14 21:17:59 +0000
URL:       https://git.openjdk.java.net/jdk/commit/e66bf472484f6873faf45d634f17b68777fdcfa6
;;;",,,,,,,,,,,,,,,,,,,,,,,,
SunJSSE Provider protocol list out of date,JDK-8273413,5057729,Bug,Resolved,JDK,JDK,software,duke,,,P3,Fixed,rgallard,webbuggrp,webbuggrp,2021-08-30 22:43,2021-11-24 01:42,2023-10-01 09:57,2021-11-18 21:59,11,16,8,,,,,8u321,docs,,0,CPU22_01-critical-approved,dcsaw,jdk11u-na,noreg-doc,securitydocs,webbug,,,,,,,,,,,,,,,,"A DESCRIPTION OF THE PROBLEM :
In 8 the 'Protocols' item under SunJSSE in SunProviders notes that in 8u31 up SSLv3 is disabled by security property, but lists TLSv1 (meaning 1.0) and TLSv1.1 as enabled and does not note that in 8u291 up they are similarly disabled. (The Customizing section in JSSERefGuide _does_ show this and other recent changes to jdk.tls.disabledAlgorithms if you know to look there.)

Similarly in 11 the 'SunJSSE Provider Protocol Parameters' item under SunJSSE in oracle-providers shows SSLv3 as disabled but not TLSv1 and TLSv1.1 which are disabled in 11.0.11 up; this one links to the Customizing section in java-secure-socket-extension-jsse-reference-guide which does show this. And similarly in 16 where 1.0 and 1.1 are disabled in _all_ updates (including '16.0.0').


",,,,,,,,,,,JDK-8273499,JDK-8277354,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8202343,,,,,,,,,,generic,,,,,,,,,generic,,,,,"0|i2u7bv:",9223372036854775807,b06,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@4eba8c33,,,,,,,,,"2021-09-07 00:52;tongwan;Moved to JDK to investigate the listed protocols in the following documents:
https://docs.oracle.com/javase/8/docs/technotes/guides/security/SunProviders.html#SunJSSEProvider
https://docs.oracle.com/en/java/javase/11/security/oracle-providers.html#GUID-7093246A-31A3-4304-AC5F-5FB6400405E2
https://docs.oracle.com/en/java/javase/16/security/oracle-providers.html#GUID-7093246A-31A3-4304-AC5F-5FB6400405E2;;;","2021-09-07 07:25;mullan;The JSSE Reference Guide and JDK Providers Guide need to be updated with additional changes now that TLS v1.0 and TLS v1.1 are disabled by default.;;;","2021-10-29 02:10;goetz;11u backport notice
I flagged this as not applicaple for 11u because it is a change to Oracle documentation 
that is publicly visible. There is no 'open' copy of this documentation.
Probably tag openjdk-na would be more appropriate :);;;",,,,,,,,,,,,,,,,,,,,,,,
"IR verification framework fails with ""Should find method name in validIrRulesMap""",JDK-8273410,5058059,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,chagedorn,thartmann,thartmann,2021-09-06 23:48,2022-12-29 01:35,2023-10-01 09:57,2021-10-06 01:23,17,18,,,,,,18,hotspot,,0,hs-comp-triaged,ir-framework,jdk17u-fix-request,jdk17u-fix-yes,noreg-self,oracle-triage-18,,,,,,,,,,,,,,,,"Attached test fails with:

compiler.lib.ir_framework.shared.TestFrameworkException: Internal Test Framework exception - please file a bug:
Should find method name in validIrRulesMap for public int compiler.c2.irTests.TestPostParseCallDevirtualization.test1()
	at compiler.lib.ir_framework.TestFramework.check(TestFramework.java:715)
	at compiler.lib.ir_framework.driver.IRMatcher.setupTestMethods(IRMatcher.java:88)
	at compiler.lib.ir_framework.driver.IRMatcher.<init>(IRMatcher.java:66)
	at compiler.lib.ir_framework.TestFramework.runTestVM(TestFramework.java:699)
	at compiler.lib.ir_framework.TestFramework.start(TestFramework.java:668)
	at compiler.lib.ir_framework.TestFramework.startWithScenarios(TestFramework.java:566)
	at compiler.lib.ir_framework.TestFramework.start(TestFramework.java:332)
	at compiler.c2.irTests.TestPostParseCallDevirtualization.main(TestPostParseCallDevirtualization.java:42)
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77)
	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.base/java.lang.reflect.Method.invoke(Method.java:568)
	at com.sun.javatest.regtest.agent.MainWrapper$MainThread.run(MainWrapper.java:127)
	at java.base/java.lang.Thread.run(Thread.java:833)

",,,,,,,,,,,JDK-8299403,JDK-8296870,,,,,,,,,,,,,,,,,,,,,,,JDK-8254129,,,,,,,,,,"2021-09-06 23:48;thartmann;TestPostParseCallDevirtualization.java;https://bugs.openjdk.org/secure/attachment/96364/TestPostParseCallDevirtualization.java",,,,,,,,,,,,,,,,,,,"0|i2u9d7:",9223372036854775807,b18,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@6a4709f4,,,,,,,,,"2021-09-06 23:49;thartmann;ILW = IR verification framework fails (framework bug), with single test, don't use @Check methods = MLM = P4;;;","2021-09-06 23:50;thartmann;Christian, could you please have a look?;;;","2021-09-06 23:51;thartmann;I think the problem is that IR verification for the test fails and that confuses the @Check logic.;;;","2021-09-23 06:29;chagedorn;Sure, I'll have a look at it, thanks for reporting it.;;;","2021-10-06 01:23;roboduke;Changeset: df125f68
Author:    Christian Hagedorn <chagedorn@openjdk.org>
Date:      2021-10-06 08:21:18 +0000
URL:       https://git.openjdk.java.net/jdk/commit/df125f680b6a4517109be80512a113064ca6281d
;;;","2022-12-27 03:44;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk17u-dev/pull/988
Date: 2022-12-27 11:37:12 +0000;;;","2022-12-27 03:48;goetz;Fix request [17u]

I backport this for parity with 17.0.7-oracle.
No risk, only a test change.
Clean backport.
One test passes.  The other requires follow-up 8275173.
SAP nighlyt testing passed including the follow up.;;;",,,,,,,,,,,,,,,,,,,
Receiver type narrowed by CCP does not always trigger post-parse call devirtualization ,JDK-8273409,5058058,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,thartmann,thartmann,thartmann,2021-09-06 23:11,2021-09-28 00:20,2023-10-01 09:57,2021-09-09 06:46,16,17,18,,,,,18,hotspot,,0,c2,hs-comp-triaged,oracle-triage-11,oracle-triage-17,oracle-triage-18,performance,,,,,,,,,,,,,,,,CCP is often able to narrow the receiver type of a virtual call which in turn should trigger post-parse call devirtualization if the type is exact.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8257211,,,,,JDK-8273496,,,,,,,,,,,,,,,,,,,,,,,,"0|i2u9cz:",9223372036854775807,b15,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@6a4709f4,,,,,,,,,"2021-09-06 23:13;thartmann;ILW = Missed optimization opportunity in C2, rare cases where CCP is able to narrow the receiver type but IGVN does not re-process the call, no workaround = MLH = P4;;;","2021-09-09 06:46;roboduke;Changeset: 4866eaa9
Author:    Tobias Hartmann <thartmann@openjdk.org>
Date:      2021-09-09 13:44:05 +0000
URL:       https://git.openjdk.java.net/jdk/commit/4866eaa997b2ee2a47bdcd0d96202f220fb2774d
;;;",,,,,,,,,,,,,,,,,,,,,,,,
java.lang.AssertionError: typeSig ERROR on generated class property of record,JDK-8273408,5057983,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,gli,webbuggrp,webbuggrp,2021-09-03 22:09,2022-11-29 22:56,2023-10-01 09:57,2021-09-16 22:36,14,16,18,,,,,18,tools,,0,dcsad,jdk17u-fix-request,jdk17u-fix-yes,reproducer-yes,webbug,,,,,,,,,,,,,,,,,"ADDITIONAL SYSTEM INFORMATION :
System:
Linux 4.19.128-microsoft-standard #1 SMP Tue Jun 23 12:58:10 UTC 2020 x86_64

OS: 
Fedora 34 in WSL

Java runtime:
openjdk version ""16.0.2"" 2021-07-20
OpenJDK Runtime Environment 21.3 (build 16.0.2+7)
OpenJDK 64-Bit Server VM 21.3 (build 16.0.2+7, mixed mode, sharing)


A DESCRIPTION OF THE PROBLEM :
When a generated class is used as type of a record's property, compilation fails with the following stacktrace:

java.lang.AssertionError: typeSig ERROR
        at jdk.compiler/com.sun.tools.javac.code.Types$SignatureGenerator.assembleSig(Types.java:5168)
        at jdk.compiler/com.sun.tools.javac.jvm.PoolWriter$SharedSignatureGenerator.assembleSig(PoolWriter.java:298)
        at jdk.compiler/com.sun.tools.javac.jvm.PoolWriter.typeSig(PoolWriter.java:492)
        at jdk.compiler/com.sun.tools.javac.jvm.PoolWriter.putDescriptor(PoolWriter.java:139)
        at jdk.compiler/com.sun.tools.javac.jvm.PoolWriter.putDescriptor(PoolWriter.java:146)
        at jdk.compiler/com.sun.tools.javac.jvm.ClassWriter.writeRecordAttribute(ClassWriter.java:852)
        at jdk.compiler/com.sun.tools.javac.jvm.ClassWriter.writeClassFile(ClassWriter.java:1650)
        at jdk.compiler/com.sun.tools.javac.jvm.ClassWriter.writeClass(ClassWriter.java:1504)
        at jdk.compiler/com.sun.tools.javac.main.JavaCompiler.genCode(JavaCompiler.java:757)
        at jdk.compiler/com.sun.tools.javac.main.JavaCompiler.generate(JavaCompiler.java:1644)
        at jdk.compiler/com.sun.tools.javac.main.JavaCompiler.generate(JavaCompiler.java:1612)
        at jdk.compiler/com.sun.tools.javac.main.JavaCompiler.compile(JavaCompiler.java:973)
        at jdk.compiler/com.sun.tools.javac.main.Main.compile(Main.java:317)
        at jdk.compiler/com.sun.tools.javac.main.Main.compile(Main.java:176)
        at jdk.compiler/com.sun.tools.javac.Main.compile(Main.java:64)
        at jdk.compiler/com.sun.tools.javac.Main.main(Main.java:50)

It cannot be reproduced by just annotation a random class with @Generated and doesn't happen when replacing the stub with the full generated class and removing code generation altogether

Hard to tell if it's immutables in the wrong or not, so here goes as per the error message's recommendation

STEPS TO FOLLOW TO REPRODUCE THE PROBLEM :
Given the following interface (using https://immutables.github.io/ ):

@Immutable
public interface SomeImmutable {}

Using the generated concrete class as a record property as such:

public record SomeRecord(
    ImmutableSomeImmutable someImmutable
) { }

Full reproduction sample at https://github.com/Tristan971/javac-typesig-error

EXPECTED VERSUS ACTUAL BEHAVIOR :
EXPECTED -
Successful compilation
ACTUAL -
java.lang.AssertionError: typeSig ERROR
        at jdk.compiler/com.sun.tools.javac.code.Types$SignatureGenerator.assembleSig(Types.java:5168)
        at jdk.compiler/com.sun.tools.javac.jvm.PoolWriter$SharedSignatureGenerator.assembleSig(PoolWriter.java:298)
        at jdk.compiler/com.sun.tools.javac.jvm.PoolWriter.typeSig(PoolWriter.java:492)
        at jdk.compiler/com.sun.tools.javac.jvm.PoolWriter.putDescriptor(PoolWriter.java:139)
        at jdk.compiler/com.sun.tools.javac.jvm.PoolWriter.putDescriptor(PoolWriter.java:146)
        at jdk.compiler/com.sun.tools.javac.jvm.ClassWriter.writeRecordAttribute(ClassWriter.java:852)
        at jdk.compiler/com.sun.tools.javac.jvm.ClassWriter.writeClassFile(ClassWriter.java:1650)
        at jdk.compiler/com.sun.tools.javac.jvm.ClassWriter.writeClass(ClassWriter.java:1504)
        at jdk.compiler/com.sun.tools.javac.main.JavaCompiler.genCode(JavaCompiler.java:757)
        at jdk.compiler/com.sun.tools.javac.main.JavaCompiler.generate(JavaCompiler.java:1644)
        at jdk.compiler/com.sun.tools.javac.main.JavaCompiler.generate(JavaCompiler.java:1612)
        at jdk.compiler/com.sun.tools.javac.main.JavaCompiler.compile(JavaCompiler.java:973)
        at jdk.compiler/com.sun.tools.javac.main.Main.compile(Main.java:317)
        at jdk.compiler/com.sun.tools.javac.main.Main.compile(Main.java:176)
        at jdk.compiler/com.sun.tools.javac.Main.compile(Main.java:64)
        at jdk.compiler/com.sun.tools.javac.Main.main(Main.java:50)

---------- BEGIN SOURCE ----------
@Immutable
public interface SomeImmutable {}

public record SomeRecord(
    ImmutableSomeImmutable someImmutable
) { }

---------- END SOURCE ----------

CUSTOMER SUBMITTED WORKAROUND :
Not using an immutables-generated class as a record property type

FREQUENCY : always


",,,,,,,,,,,JDK-8274476,,,,,,,,,,,,,,,,,,,,,,,,JDK-8284255,JDK-8297831,,,,,,,,,"2021-09-06 21:00;adev;javac-typesig-error-main.zip;https://bugs.openjdk.org/secure/attachment/96363/javac-typesig-error-main.zip",,,,,generic,,,,,,,,,generic,,,,,"0|i2u8wb:",9223372036854775807,b16,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@4dca67bd,,,,,,,,,"2021-09-06 22:13;adev;Issue is reproducible. Although I've tried to narrow down the issue.
In SomeImmutable.java, when using 
@Value.Immutable
crash does not happen.

Using @Immutable alone causes the crash
;;;","2021-09-15 00:48;gli;Both @Value.Immutable and @Immutable could crash the compiler. But if we use `mvn compile` twice without using `mvn clean`, the newly generated class `ImmutableSomeImmutable` will exist and obscure the bug. So we should always use `mvn clean` before using `mvn compile` to reproduce the issue.;;;","2021-09-16 22:36;roboduke;Changeset: e07ab82e
Author:    Guoxiong Li <gli@openjdk.org>
Date:      2021-09-17 05:34:25 +0000
URL:       https://git.openjdk.java.net/jdk/commit/e07ab82ee555f27921287a871ba582e0906ad45c
;;;","2021-09-28 05:09;gli;Fix Request(17u)

I would like to backport this patch about records to jdk17u. The code applies cleanly.

Thanks.;;;",,,,,,,,,,,,,,,,,,,,,,
remove some unreferenced gtk-related functions,JDK-8273387,5058032,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,mbaesken,mbaesken,mbaesken,2021-09-06 07:40,2022-02-04 08:29,2023-10-01 09:57,2021-09-08 23:16,16,17,18,,,,,18,client-libs,,0,gtk,jdk17u-fix-request,jdk17u-fix-yes,,,,,,,,,,,,,,,,,,,Looks like there are a few functions like gtk2_paint_diamond that are unreferenced and can be removed.,,,,,,,,,,,JDK-8281280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generic,,,,,,,,,generic,,,,,"0|i2u977:",9223372036854775807,b15,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@5a9b3fd3,,,,,,,,,"2021-09-08 23:16;roboduke;Changeset: 6eba4434
Author:    Matthias Baesken <mbaesken@openjdk.org>
Date:      2021-09-09 06:15:15 +0000
URL:       https://git.openjdk.java.net/jdk/commit/6eba443428ff7abe7c0509047ec76432affebe65
;;;","2022-01-05 06:15;mbaesken;Fix Request (17u)
I would like to have the patch in 17u as well, because the issue is present there too. The patch applies cleanly.;;;","2022-01-07 03:13;mbaesken;jdk11u-fix-yes meant jdk17u-fix-yes, corrected the label;;;","2022-01-07 03:23;roboduke;A pull request was submitted for review.

URL: https://git.openjdk.java.net/jdk17u-dev/pull/65
Date: 2022-01-07 11:18:25 +0000
;;;",,,,,,,,,,,,,,,,,,,,,,
